pais,sede_id,tipo_red,url
AGO,EANGO,facebook,https://www.facebook.com/ArgentinaEnAngola/
AGO,EANGO,instagram,https://www.instagram.com/embargentinaenangola/
ARE,EEARB,facebook,https://www.facebook.com/ArgentinaEnEmiratosArabesUnidos
ARM,EARME,facebook,https://www.facebook.com/ArgentinaEnArmenia
ARM,EARME,instagram,https://www.instagram.com/arginarmenia/
ARM,EARME,twitter,https://twitter.com/ARGinArmenia
AUS,CSIDN,facebook,https://www.facebook.com/ArgentinaEnSidney/
AUS,CSIDN,instagram,https://www.instagram.com/argentinaensydney/
AUS,EAUST,facebook,https://www.facebook.com/ArgentinaEnAustralia/
AUS,EAUST,twitter,https://twitter.com/ARGinAustralia
AUT,ETRIA,facebook,https://www.facebook.com/ArgentinaEnAustria/
AUT,ETRIA,instagram,https://www.instagram.com/argenviena/
AUT,ETRIA,twitter,https://twitter.com/ARGenViena
AZE,EAZER,facebook,https://www.facebook.com/EmbassyOfArgentina/
AZE,EAZER,instagram,https://www.instagram.com/embargentinaaz
AZE,EAZER,twitter,https://www.twitter.com/ARGEnAzer
BEL,EBELG,facebook,https://www.facebook.com/ArgentinaEnBelgica/
BEL,EBELG,instagram,https://www.instagram.com/argenbelgica/
BEL,ECEUR,facebook,https://www.facebook.com/ARGanteUE
BEL,ECEUR,instagram,https://www.instagram.com/arganteue/
BEL,ECEUR,linkedin,https://www.linkedin.com/company/arganteue
BEL,ECEUR,twitter,https://twitter.com/ARGanteUE
BEL,ECEUR,youtube,https://www.youtube.com/@ARGanteUE
BGD,EBANG,linkedin,https://www.linkedin.com/showcase/argenbangladesh/
BGD,EBANG,otro,https://EmbARGenBGD
BGD,EBANG,otro,https://embajada.argentina.en.bangladesh
BGD,EBANG,otro,https://embargenbgd
BGR,EBULG,facebook,https://www.facebook.com/ArgentinaEnBulgaria/
BGR,EBULG,youtube,https://www.youtube.com/channel/UCK-uSxN84lEMqJwCviEjZow
BOL,CCOCH,facebook,https://www.facebook.com/ArgentinaEnCochabamba/
BOL,CSCRS,facebook,https://www.facebook.com/profile.php?id=100069410160459&mibextid=ZbWKwL
BOL,CSCRS,instagram,https://www.instagram.com/consuladoargentinoscz
BOL,CVILL,facebook,https://www.facebook.com/ConsuladoArgentinoenVillazon
BOL,CVILL,twitter,https://twitter.com/ArgentinaenVill
BOL,EBOLV,otro,https://@EmbaArgBolivia
BOL,EBOLV,otro,https://@EmbajadaArgentinaBolivia
BOL,EBOLV,otro,https://@embajada_argentina_en_bolivia
BRA,CALEG,facebook,https://www.facebook.com/ArgentinaEnPortoAlegre/
BRA,CALEG,instagram,https://www.instagram.com/argenportoalegre/
BRA,CALEG,twitter,https://twitter.com/ArgPortoAlegre
BRA,CBELO,facebook,https://www.facebook.com/ArgentinaEnBeloHorizonte/
BRA,CBELO,instagram,https://www.instagram.com/consgralbelo/
BRA,CBELO,twitter,https://twitter.com/consgralbelo
BRA,CCURI,facebook,https://www.facebook.com/ArgEnCuritiba/
BRA,CCURI,instagram,https://instagram.com/argEncuritiba
BRA,CCURI,twitter,https://twitter.com/ARGenCuri
BRA,CFDIG,facebook,https://www.facebook.com/ArgentinaEnFozDeIguazu
BRA,CFDIG,instagram,https://www.instagram.com/argentinaenfoz/
BRA,CFDIG,twitter,https://twitter.com/argentinaenfoz
BRA,CFLOR,facebook,https://www.facebook.com/cflor.mrecic.gov.ar
BRA,CFLOR,otro,https://@argenflorianopolis
BRA,CPABL,otro,https://consuladoargentinosp@gmail.com
BRA,CRECI,facebook,https://www.facebook.com/ArgentinaEnBrasilRecife
BRA,CRECI,instagram,https://www.instagram.com/consuladoargentinorecife
BRA,CRIOJ,facebook,https://www.facebook.com/ArgentinaEnRiodeJaneiro/
BRA,CRIOJ,instagram,https://www.instagram.com/consuladoargentinoenrio/
BRA,CSBAH,facebook,https://www.facebook.com/ArgentinaenSalvador
BRA,CSBAH,instagram,https://www.instagram.com/argentinaensalvador
BRA,CSBAH,twitter,https://twitter.com/ArgentinaEnSSA
BRA,CURUG,facebook,https://www.facebook.com/ArgEnUruguayana/
BRA,CURUG,instagram,https://instagram.com/consuladouruguayana
BRA,CURUG,twitter,https://twitter.com/CURUGoK
BRA,EBRAS,facebook,https://www.facebook.com/embargbrasil
BRA,EBRAS,instagram,https://www.instagram.com/embaargenbrasil
BRA,EBRAS,twitter,https://twitter.com/ArgentinaEnBras
BRB,EBARB,facebook,https://www.facebook.com/ArgentinaEnBarbados/
CAN,CMREA,facebook,https://www.facebook.com/ArgentinaEnMontreal
CAN,CMREA,instagram,https://www.instagram.com/consuladoargenmontreal/
CAN,CMREA,youtube,https://www.youtube.com/@consuladodelarepublicadear8025
CAN,CTORO,facebook,https://www.facebook.com/ArgentinaEnToronto/
CAN,CTORO,instagram,https://www.instagram.com/consuladoargtoronto/
CAN,ECANA,facebook,https://www.facebook.com/ArgentinaInCanada
CAN,ECANA,instagram,https://www.instagram.com/argentinaincanada/
CAN,ECANA,linkedin,https://www.linkedin.com/company/argentinaincanada
CAN,ECANA,twitter,https://twitter.com/ArginCanada
CAN,ECANA,youtube,https://www.youtube.com/channel/UC77DGXZ2ppExRtV4WS4IV-A
CHE,EOIRS,facebook,https://www.facebook.com/ArgentinaEnGinebra
CHE,EOIRS,instagram,https://www.instagram.com/mision.argentina/
CHE,EOIRS,twitter,https://twitter.com/ArgentinaONUOMC
